,last_name,first_name,initials,affiliation,affiliation_date,publication_title,name
5819,Savage,Phillip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
5820,Tolman,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
5821,Hofmann,Thomas F,TF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
5822,Brennecke,Joan F,JF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
5823,Holme,Thomas A,TA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
5824,Merz,Kenneth M,KM,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
5825,Scuseria,Gustavo,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
5826,Jorgensen,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
5827,Georg,Gunda I,GI,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
5828,Wang,Shaomeng,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
5829,Proteau,Philip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
5830,Yates,John R,JR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
5831,Stang,Peter,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
5832,Walker,Gilbert C,GC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
5833,Hillmyer,Marc,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
5834,Taylor,Lynne S,LS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
5835,Odom,Teri W,TW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
5836,Carreira,Erick,E,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
5837,Rossen,Kai,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
5838,Chirik,Paul,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
5839,Miller,Scott J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
5840,McCoy,Anne,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
5841,Shea,Joan-Emma,JE,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
5842,Zanni,Martin,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
5843,Murphy,Catherine,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
5844,Scholes,Gregory,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
5845,Loo,Joseph A,JA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
5846,Burrows,Cynthia J,CJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
5847,Wang,Shu,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
5848,Kim,Hyun Jae,HJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
5849,Meyer,Gerald J,GJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
5850,Schanze,Kirk,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
5851,Lee,T Randall,TR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
5852,Lutkenhaus,Jodie L,JL,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
5853,Kaplan,David,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
5854,Jones,Christopher,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
5855,Bertozzi,Carolyn,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
5856,Kiessling,Laura,L,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
5857,Mulcahy,Mary Beth,MB,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
5858,Lindsley,Craig W,CW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
5859,Finn,M G,MG,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
5860,Blum,Joel D,JD,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
5861,Kamat,Prashant,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
5862,Aldrich,Courtney C,CC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
5863,Rowan,Stuart,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
5864,Bin Liu,,,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
5865,Liotta,Dennis,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
5866,Weiss,Paul S,PS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
5867,Zhang,Deqing,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
5868,Ganesh,Krishna N,KN,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
5869,Sexton,Patrick,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
5870,Atwater,Harry A,HA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
5871,Gooding,J Justin,JJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
5872,Allen,David T,DT,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
5873,Voigt,Christopher A,CA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
5874,Sweedler,Jonathan,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
5875,Schepartz,Alanna,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
5876,Rotello,Vincent,V,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
5877,Lecommandoux,Sébastien,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
5878,Sturla,Shana J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
5879,Hammes-Schiffer,Sharon,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
5880,Buriak,Jillian,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
5881,Steed,Jonathan W,JW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
5882,Wu,Hongwei,H,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
5883,Zimmerman,Julie,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
5884,Brooks,Bryan,B,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
5885,Savage,Phillip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
5886,Tolman,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
5887,Hofmann,Thomas F,TF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
5888,Brennecke,Joan F,JF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
5889,Holme,Thomas A,TA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
5890,Merz,Kenneth M,KM,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
5891,Scuseria,Gustavo,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
5892,Jorgensen,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
5893,Georg,Gunda I,GI,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
5894,Wang,Shaomeng,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
5895,Proteau,Philip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
5896,Yates,John R,JR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
5897,Stang,Peter,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
5898,Walker,Gilbert C,GC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
5899,Hillmyer,Marc,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
5900,Taylor,Lynne S,LS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
5901,Odom,Teri W,TW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
5902,Carreira,Erick,E,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
5903,Rossen,Kai,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
5904,Chirik,Paul,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
5905,Miller,Scott J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
5906,McCoy,Anne,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
5907,Shea,Joan-Emma,JE,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
5908,Zanni,Martin,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
5909,Murphy,Catherine,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
5910,Scholes,Gregory,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
5911,Loo,Joseph A,JA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
5912,Burrows,Cynthia J,CJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
5913,Wang,Shu,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
5914,Kim,Hyun Jae,HJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
5915,Meyer,Gerald J,GJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
5916,Schanze,Kirk,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
5917,Lee,T Randall,TR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
5918,Lutkenhaus,Jodie L,JL,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
5919,Kaplan,David,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
5920,Jones,Christopher,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
5921,Bertozzi,Carolyn,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
5922,Kiessling,Laura,L,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
5923,Mulcahy,Mary Beth,MB,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
5924,Lindsley,Craig W,CW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
5925,Finn,M G,MG,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
5926,Blum,Joel D,JD,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
5927,Kamat,Prashant,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
5928,Aldrich,Courtney C,CC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
5929,Rowan,Stuart,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
5930,Bin Liu,,,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
5931,Liotta,Dennis,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
5932,Weiss,Paul S,PS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
5933,Zhang,Deqing,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
5934,Ganesh,Krishna N,KN,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
5935,Sexton,Patrick,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
5936,Atwater,Harry A,HA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
5937,Gooding,J Justin,JJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
5938,Allen,David T,DT,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
5939,Voigt,Christopher A,CA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
5940,Sweedler,Jonathan,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
5941,Schepartz,Alanna,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
5942,Rotello,Vincent,V,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
5943,Lecommandoux,Sébastien,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
5944,Sturla,Shana J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
5945,Hammes-Schiffer,Sharon,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
5946,Buriak,Jillian,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
5947,Steed,Jonathan W,JW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
5948,Wu,Hongwei,H,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
5949,Zimmerman,Julie,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
5950,Brooks,Bryan,B,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
5951,Savage,Phillip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
5952,Tolman,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
5953,Hofmann,Thomas F,TF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
5954,Brennecke,Joan F,JF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
5955,Holme,Thomas A,TA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
5956,Merz,Kenneth M,KM,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
5957,Scuseria,Gustavo,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
5958,Jorgensen,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
5959,Georg,Gunda I,GI,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
5960,Wang,Shaomeng,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
5961,Proteau,Philip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
5962,Yates,John R,JR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
5963,Stang,Peter,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
5964,Walker,Gilbert C,GC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
5965,Hillmyer,Marc,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
5966,Taylor,Lynne S,LS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
5967,Odom,Teri W,TW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
5968,Carreira,Erick,E,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
5969,Rossen,Kai,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
5970,Chirik,Paul,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
5971,Miller,Scott J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
5972,McCoy,Anne,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
5973,Shea,Joan-Emma,JE,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
5974,Zanni,Martin,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
5975,Murphy,Catherine,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
5976,Scholes,Gregory,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
5977,Loo,Joseph A,JA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
5978,Burrows,Cynthia J,CJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
5979,Wang,Shu,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
5980,Kim,Hyun Jae,HJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
5981,Meyer,Gerald J,GJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
5982,Schanze,Kirk,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
5983,Lee,T Randall,TR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
5984,Lutkenhaus,Jodie L,JL,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
5985,Kaplan,David,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
5986,Jones,Christopher,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
5987,Bertozzi,Carolyn,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
5988,Kiessling,Laura,L,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
5989,Mulcahy,Mary Beth,MB,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
5990,Lindsley,Craig W,CW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
5991,Finn,M G,MG,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
5992,Blum,Joel D,JD,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
5993,Kamat,Prashant,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
5994,Aldrich,Courtney C,CC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
5995,Rowan,Stuart,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
5996,Bin Liu,,,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
5997,Liotta,Dennis,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
5998,Weiss,Paul S,PS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
5999,Zhang,Deqing,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
6000,Ganesh,Krishna N,KN,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
6001,Sexton,Patrick,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
6002,Atwater,Harry A,HA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
6003,Gooding,J Justin,JJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
6004,Allen,David T,DT,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
6005,Voigt,Christopher A,CA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
6006,Sweedler,Jonathan,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
6007,Schepartz,Alanna,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
6008,Rotello,Vincent,V,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
6009,Lecommandoux,Sébastien,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
6010,Sturla,Shana J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
6011,Hammes-Schiffer,Sharon,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
6012,Buriak,Jillian,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
6013,Steed,Jonathan W,JW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
6014,Wu,Hongwei,H,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
6015,Zimmerman,Julie,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
6016,Brooks,Bryan,B,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
6017,Savage,Phillip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
6018,Tolman,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
6019,Hofmann,Thomas F,TF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
6020,Brennecke,Joan F,JF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
6021,Holme,Thomas A,TA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
6022,Merz,Kenneth M,KM,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
6023,Scuseria,Gustavo,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
6024,Jorgensen,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
6025,Georg,Gunda I,GI,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
6026,Wang,Shaomeng,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
6027,Proteau,Philip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
6028,Yates,John R,JR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
6029,Stang,Peter,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
6030,Walker,Gilbert C,GC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
6031,Hillmyer,Marc,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
6032,Taylor,Lynne S,LS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
6033,Odom,Teri W,TW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
6034,Carreira,Erick,E,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
6035,Rossen,Kai,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
6036,Chirik,Paul,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
